global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
2680,"That's er, give that to me I'm not a bloody",give,give,me,a,that,i,,VB,4,,IN,PRON,7,DT,PRON,5,to,6,13,dative,alternating,"That's er, give me that I'm not a bloody",ADP,1,1,0
2703,he's decided to sell it to Phil now!,sell,sell,phil,a,it,i,,VB,4,,IN,,7,PRP,PRON,5,to,6,10,dative,alternating,he's decided to sell phil it now!,ADP,1,1,0
2791,"give it to me then Shell, give it to me, have I had mine?",give,give,me,a,it,i,,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,17,dative,alternating,"give it to me then Shell, give me it, have I had mine?",ADP,1,1,0
2793,Mother bought that for me for Chris for us for Christmas and you've never played it?,buy,bought,me,a,that,i,,VBD,1,mother,IN,PRON,4,DT,PRON,2,for,3,18,dative,benefactive_alternating,Mother bought me that for Chris for us for Christmas and you've never played it?,ADP,1,1,0
2873,give it to me,give,give,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,4,dative,alternating,give me it,ADP,1,1,0
2894,"ah leave it to me, leave it to me",leave,leave,me,a,it,i,,VB,1,,IN,PRON,4,PRP,PRON,2,to,3,10,prep,alternating,"ah leave me it, leave it to me",ADP,1,1,0
2909,Well you're painting a very dark picture for us this morning aren't ya?,paint,painting,us,a,a very dark picture,i,,VBG,3,you,IN,PRON,9,NN,NOUN,4,for,8,16,dative,benefactive_alternating,Well you're painting us a very dark picture this morning aren't ya?,ADP,1,4,-1.386294361
2989,Basically it was receiving telephone calls from the public erm and using that information to put on a computer to send officers to incidents  various incidents.,send,send,incidents,i,officers,a,,VB,20,,IN,,23,NNS,NOUN,21,to,22,28,dative,alternating,Basically it was receiving telephone calls from the public erm and using that information to put on a computer to send incidents officers  various incidents.,ADP,1,1,0
3018,But what happens if he gives it to his wife?,give,gives,his wife,a,it,i,,VBZ,5,he,IN,,8,PRP,PRON,6,to,7,11,dative,alternating,But what happens if he gives his wife it?,ADP,2,1,0.6931471806
3115,"One of my favourite presidents, Theodore Roosevelt, president from the early part of the twentieth century  and known as the damned cowboy erm  you might be interested to know how people become president erm Theodore Roosevelt was an arch imperialist  and got very excited about the er war with Spain er America had a s little brief war with Spain at the end of the nineteenth century erm over the possession of Cuba, and erm  in eighteen ninety eight, and this aroused great patriotic feelings in all red blooded Americans and especially in Theodore Roosevelt and er er Roosevelt formed his own  company of cavalry called the Rough Riders  and erm Roosevelt wore glasses and was asthmatic but he had this group called the Rough Riders, sort of early kind of Clint Eastwood stuff, and erm anyway he g he was engaged in the war with Spain er and there was one wonderful moment in the war Spain in which the Spaniards were at the top of a hill called the San Juan hill er and er Teddy, as he was known, of course he gave his name to the teddy bear, did you know that did you?",give,gave,the teddy bear,i,his name,i,,VBD,199,he,IN,,203,NN,NOUN,200,to,202,214,prep,alternating,"One of my favourite presidents, Theodore Roosevelt, president from the early part of the twentieth century  and known as the damned cowboy erm  you might be interested to know how people become president erm Theodore Roosevelt was an arch imperialist  and got very excited about the er war with Spain er America had a s little brief war with Spain at the end of the nineteenth century erm over the possession of Cuba, and erm  in eighteen ninety eight, and this aroused great patriotic feelings in all red blooded Americans and especially in Theodore Roosevelt and er er Roosevelt formed his own  company of cavalry called the Rough Riders  and erm Roosevelt wore glasses and was asthmatic but he had this group called the Rough Riders, sort of early kind of Clint Eastwood stuff, and erm anyway he g he was engaged in the war with Spain er and there was one wonderful moment in the war Spain in which the Spaniards were at the top of a hill called the San Juan hill er and er Teddy, as he was known, of course he gave the teddy bear his name, did you know that did you?",ADP,3,2,0.4054651081
3214,"All the neighbouring kings had offered rich rewards to anyone who should be able to destroy the monster, either by force or enchantment, and many had tried their luck, but all had miserably failed.",offer,offered,"anyone who should be able to destroy the monster , either by force or enchantment",a,rich rewards,i,,VBN,5,all the neighbouring kings,IN,,9,NNS,NOUN,6,to,8,38,dative,alternating,"All the neighbouring kings had offered anyone who should be able to destroy the monster, either by force or enchantment rich rewards, and many had tried their luck, but all had miserably failed.",ADP,14,2,1.945910149
3226,But it is not known whether this ring was ever made by mortal hands : it is supposed that an angel gave it to the wise King. ',give,gave,the wise king,a,it,i,,VBD,21,an angel,IN,,24,PRP,PRON,22,to,23,29,dative,alternating,But it is not known whether this ring was ever made by mortal hands : it is supposed that an angel gave the wise king it. ',ADP,3,1,1.098612289
3240,"The King now sent messengers to the East to look for his son-in-law, and they by good luck met with the old magician who had interpreted the signs on King Solomon 's ring, and thus was possessed of more wisdom than anyone else in the world.",send,sent,the east,i,messengers,a,,VBD,3,the king,IN,,6,NNS,NOUN,4,to,5,49,prep,alternating,"The King now sent the east messengers to look for his son-in-law, and they by good luck met with the old magician who had interpreted the signs on King Solomon 's ring, and thus was possessed of more wisdom than anyone else in the world.",ADP,2,1,0.6931471806
3244,"The old minister paid great attention, so that he could tell the same to the Emperor when he came back to him, which he did.",tell,tell,the emperor,a,the same,i,,VB,11,he,IN,,15,JJ,ADJ,12,to,14,28,prep,alternating,"The old minister paid great attention, so that he could tell the emperor the same when he came back to him, which he did.",ADP,2,2,0
3319,"The Queen gave money to the old woman, and bought the apple from her.",give,gave,the old woman,a,money,i,,VBD,2,the queen,IN,,5,NN,NOUN,3,to,4,16,prep,alternating,"The Queen gave the old woman money, and bought the apple from her.",ADP,3,1,1.098612289
3351,` As you have hitherto always behaved well in my service I will not send you to prison; but leave your place instantly and never let me see your face again. ',send,send,prison,i,you,a,,VB,14,i,IN,,17,PRP,PRON,15,to,16,34,prep,alternating,` As you have hitherto always behaved well in my service I will not send prison you; but leave your place instantly and never let me see your face again. ',ADP,1,1,0
3409,"At length she could control herself no longer, so she sent a trusty servant to her old and faithful friend the Fairy of the Mountain, to beg her to devise some means by which she might get rid of her stepson.",send,sent,her old and faithful friend the fairy of the mountain,a,a trusty servant,a,,VBD,11,she,IN,,16,NN,NOUN,12,to,15,44,dative,alternating,"At length she could control herself no longer, so she sent her old and faithful friend the fairy of the mountain a trusty servant, to beg her to devise some means by which she might get rid of her stepson.",ADP,10,3,1.203972804
3455,"At every step he seemed to sink into the clouds, but fear gave wings to his feet, and he crossed the lake in safety and set to work at once.",give,gave,his feet,i,wings,i,,VBD,13,fear,IN,,16,NNS,NOUN,14,to,15,33,dative,alternating,"At every step he seemed to sink into the clouds, but fear gave his feet wings, and he crossed the lake in safety and set to work at once.",ADP,2,1,0.6931471806
3462,"Seeing she could get nothing more out of him, she gave him a little bread and water, and showing him to a small dark cupboard she told him he might sleep there.",show,showing,a small dark cupboard,i,him,a,,VBG,20,,IN,,23,PRP,PRON,21,to,22,35,prep,alternating,"Seeing she could get nothing more out of him, she gave him a little bread and water, and showing a small dark cupboard him she told him he might sleep there.",ADP,4,1,1.386294361
3469,"But the waters seized her chariot and sunk it in the lowest depths, and the waves bore the wicked old woman down the stream till she was caught in some thorn bushes, where she made a good meal for all the little fishes that were swimming about.",make,made,all the little fishes that were swimming about,b,a good meal,i,,VBD,36,she,IN,,41,NN,NOUN,37,for,40,50,dative,benefactive_alternating,"But the waters seized her chariot and sunk it in the lowest depths, and the waves bore the wicked old woman down the stream till she was caught in some thorn bushes, where she made all the little fishes that were swimming about a good meal.",ADP,8,3,0.980829253
3516,"So the old woman counted out a hundred of her florins, and giving them to Martin, told him to go into the town and lay in a store of meal for a year.",give,giving,martin,a,them,i,,VBG,13,,IN,,16,PRP,PRON,14,to,15,36,dative,alternating,"So the old woman counted out a hundred of her florins, and giving martin them, told him to go into the town and lay in a store of meal for a year.",ADP,1,1,0
3517,"` Leave off beating him, ' said Martin, ` and sell him to me instead. '",sell,sell,me,a,him,a,,VB,12,,IN,PRON,15,PRP,PRON,13,to,14,19,dative,alternating,"` Leave off beating him, ' said Martin, ` and sell me him instead. '",ADP,1,1,0
3518,"` Do n't drown him, sell him to me instead, ' begged Martin.",sell,sell,me,a,him,a,,VB,6,,IN,PRON,9,PRP,PRON,7,to,8,16,dative,alternating,"` Do n't drown him, sell me him instead, ' begged Martin.",ADP,1,1,0
3527,"So the King took the ring from his finger and gave it to Martin, saying : ` Take it, good youth; but with it I make one condition -- you are never to confide to anyone that this is a magic ring.",give,gave,martin,a,it,i,,VBD,10,,IN,,13,PRP,PRON,11,to,12,46,dative,alternating,"So the King took the ring from his finger and gave martin it, saying : ` Take it, good youth; but with it I make one condition -- you are never to confide to anyone that this is a magic ring.",ADP,1,1,0
3530,"Now tell me, O King, plump and plain, will you give your daughter to my son as wife? '",give,give,my son,a,your daughter,a,,VB,13,you,IN,,17,NN,NOUN,14,to,16,23,prep,alternating,"Now tell me, O King, plump and plain, will you give my son your daughter as wife? '",ADP,2,2,0
3579,"And a moment later the swift runner reappeared, and, stepping on board the ship, handed the healing water to the Simpleton.",hand,handed,the simpleton,a,the healing water,i,,VBD,17,,IN,,22,NN,NOUN,18,to,21,25,dative,alternating,"And a moment later the swift runner reappeared, and, stepping on board the ship, handed the simpleton the healing water.",ADP,2,3,-0.4054651081
3634,"But the Hazel-nut child, who was the most active little creature, climbed up the horse 's tail and began to bite it on the back, enraging the creature to such an extent that it paid no attention to the direction the robber tried to make it go in, but galloped straight home.",pay,paid,the direction the robber tried to make it go in,i,no attention,i,,VBD,37,it,IN,,41,NN,NOUN,38,to,40,57,prep,alternating,"But the Hazel-nut child, who was the most active little creature, climbed up the horse 's tail and began to bite it on the back, enraging the creature to such an extent that it paid the direction the robber tried to make it go in no attention, but galloped straight home.",ADP,10,2,1.609437912
3658,Now when Little Klaus again reached home with so much money he sent his boy to Big Klaus to borrow his bushel measure.,send,sent,big klaus,a,his boy,a,,VBD,12,he,IN,,16,NN,NOUN,13,to,15,24,prep,alternating,Now when Little Klaus again reached home with so much money he sent big klaus his boy to borrow his bushel measure.,ADP,2,2,0
3663,"He gave him to his wife, saying he had found this child in the wood, and she could have it to help her in the house.",give,gave,his wife,a,him,a,,VBD,1,he,IN,,4,PRP,PRON,2,to,3,29,prep,alternating,"He gave his wife him, saying he had found this child in the wood, and she could have it to help her in the house.",ADP,2,1,0.6931471806
3668,"Snati-Snati heard this and told it to Ring, advising him to ask the King for two axes, so that he might have one in reserve if the first one got broken.",tell,told,ring,i,it,i,,VBD,4,,IN,,7,PRP,PRON,5,to,6,34,dative,alternating,"Snati-Snati heard this and told ring it, advising him to ask the King for two axes, so that he might have one in reserve if the first one got broken.",ADP,1,1,0
3673,If you can bring them to me before Christmas I will give you my daughter in marriage. ',bring,bring,me,a,them,i,,VB,3,you,IN,PRON,6,PRP,PRON,4,to,5,19,dative,alternating,If you can bring me them before Christmas I will give you my daughter in marriage. ',ADP,1,1,0
3694,"When day came the Princess went to the room to see if he was still alive, and taking the bottle put it to his nostrils, which soon brought him to himself.",bring,brought,himself,a,him,a,,VBD,29,which,IN,PRON,32,PRP,PRON,30,to,31,34,prep,alternating,"When day came the Princess went to the room to see if he was still alive, and taking the bottle put it to his nostrils, which soon brought himself him.",ADP,1,1,0
3760,"Next he asked for the hand of Hadvor, which the King readily gave him, and being now an old man, gave the kingdom to him as well; and so Hermod became King.",give,gave,him,a,the kingdom,i,,VBD,23,,IN,PRON,27,NN,NOUN,24,to,26,37,dative,alternating,"Next he asked for the hand of Hadvor, which the King readily gave him, and being now an old man, gave him the kingdom as well; and so Hermod became King.",ADP,1,2,-0.6931471806
3765,I shall give it to the Princess! ',give,give,the princess,a,it,i,,VB,2,i,IN,,5,PRP,PRON,3,to,4,9,prep,alternating,I shall give the princess it! ',ADP,2,1,0.6931471806
3841,"It 's an honest business transaction enough -- and the family name alone wo n't send us to college, you know, sir. ''",send,send,college,i,us,a,,VB,15,the family name alone,IN,,18,PRP,PRON,16,to,17,26,prep,alternating,"It 's an honest business transaction enough -- and the family name alone wo n't send college us, you know, sir. ''",ADP,1,1,0
3887,I 'm going to give 'em to these.,give,give,these,i,em,i,,VB,5,,IN,PRON,8,PRP,PRON,6,to,7,10,prep,alternating,I 'm going to give these 'em.,ADP,1,1,0
3920,`` I want to know if you will rent your pond behind the barn to me for a skating-rink. '',rent,rent,me,a,your pond behind the barn,i,,VB,9,you,IN,PRON,16,NN,NOUN,10,to,15,22,prep,alternating,`` I want to know if you will rent me your pond behind the barn for a skating-rink. '',ADP,1,5,-1.609437912
3937,Upstairs Juliet had gone to her invalid mother 's room to show herself in her wedding dress to the pale little lady lying on the sofa.,show,show,the pale little lady lying on the sofa,a,herself,a,,VB,11,,IN,,18,PRP,PRON,12,to,17,27,prep,alternating,Upstairs Juliet had gone to her invalid mother 's room to show the pale little lady lying on the sofa herself in her wedding dress.,ADP,8,1,2.079441542
3958,She sent affectionate messages to all her old friends and asked after all her old interests.,send,sent,all her old friends,a,affectionate messages,i,,VBD,1,she,IN,,5,NNS,NOUN,2,to,4,17,dative,alternating,She sent all her old friends affectionate messages and asked after all her old interests.,ADP,4,2,0.6931471806
